SKU,Nome,Breve descrizione,Lingua,Gruppo di traduzione,Meta: misure_prodotto,Meta: _misure_prodotto,Meta: misure_modello,Meta: _misure_modello,Meta: featured_product,Meta: _featured_product,Meta: costum_shop_image,Meta: _costum_shop_image,Meta: composizione,Meta: _composizione,Meta: _max_variation_sale_price,Meta: _min_variation_sale_price,Meta: _max_variation_regular_price,Meta: _min_variation_regular_price,Meta: _max_variation_price,Meta: _min_variation_price,Meta: _yoast_wpseo_primary_product_cat,Meta: _yoast_wpseo_estimated-reading-time-minutes,Meta: _yoast_wpseo_wordproof_timestamp,Meta: _ebay_watch_count,Meta: _ebay_title,Meta: _ebay_subtitle,Meta: _ebay_ebayplus_enabled,Meta: _ebay_payment_instructions,Meta: _ebay_condition_id,Meta: _ebay_condition_description,Meta: _ebay_professional_grader,Meta: _ebay_grade,Meta: _ebay_certification_number,Meta: _ebay_listing_duration,Meta: _ebay_auction_type,Meta: _ebay_start_price,Meta: _ebay_reserve_price,Meta: _ebay_buynow_price,Meta: _ebay_upc,Meta: _ebay_ean,Meta: _ebay_isbn,Meta: _ebay_mpn,Meta: _ebay_brand,Meta: _ebay_epid,Meta: _ebay_hide_from_unlisted,Meta: _ebay_category_1_id,Meta: _ebay_category_2_id,Meta: _ebay_store_category_1_id,Meta: _ebay_store_category_2_id,Meta: _ebay_gallery_image_url,Meta: _ebay_seller_payment_profile_id,Meta: _ebay_seller_return_profile_id,Meta: _ebay_bestoffer_enabled,Meta: _ebay_bo_autoaccept_price,Meta: _ebay_bo_minimum_price,Meta: _ebay_autopay,Meta: _wc_facebook_sync_enabled,Meta: fb_visibility,Meta: fb_product_description,Meta: _wc_facebook_product_image_source,Meta: _wc_facebook_commerce_enabled,Meta: _yoast_wpseo_primary_fb_product_set,Meta: _wp_old_date,Meta: _yoast_wpseo_meta-robots-noindex,Meta: _yoast_wpseo_meta-robots-nofollow,Meta: _ebay_gpsr_enabled,Meta: _ebay_gpsr_repair_score,Meta: _ebay_gpsr_energy_efficiency_image,Meta: _ebay_gpsr_energy_efficiency_image_eps,Meta: _ebay_gpsr_energy_efficiency_label_description,Meta: _ebay_gpsr_energy_efficiency_sheet_image,Meta: _ebay_gpsr_energy_efficiency_sheet_image_eps,Meta: _ebay_gpsr_hazmat_component,Meta: _ebay_gpsr_manufacturer,Meta: _ebay_gpsr_product_safety_component,Meta: _ebay_gpsr_manufacturer_street1,Meta: _ebay_gpsr_manufacturer_street2,Meta: _ebay_gpsr_manufacturer_city,Meta: _ebay_gpsr_manufacturer_state,Meta: _ebay_gpsr_manufacturer_postcode,Meta: _ebay_gpsr_manufacturer_country,Meta: _ebay_gpsr_manufacturer_company,Meta: _ebay_gpsr_manufacturer_phone,Meta: fb_product_image,Meta: fb_product_price,Meta: _ebay_is_disabled
2332-XS,"Ueila Milano White T Shirt with ""Milanese"" Embroidery - XS",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332-S,"Ueila Milano White T-Shirt with ""Milanese"" Embroidery - S",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332-M,"Ueila Milano White T-Shirt with ""Milanese"" Embroidery - M",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332-L,"Ueila Milano White T-Shirt with ""Milanese"" Embroidery - L",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2332-XL,"Ueila Milano White T-Shirt with ""Milanese"" Embroidery - XL",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333-XS,"Ueila Milano White T-Shirt with Embroidery ""Piccola Cogliona"" - XS",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333-S,"Ueila Milano White T-Shirt with Embroidery ""Piccola Cogliona"" - S",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333-M,"Ueila Milano White T-Shirt with Embroidery ""Piccola Cogliona"" - M",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333-L,"Ueila Milano White T-Shirt with Embroidery ""Piccola Cogliona"" - L",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2333-XL,"Ueila Milano White T-Shirt with Embroidery ""Piccola Cogliona"" - XL",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,"Ueila Milano White T-Shirt with Embroidery ""Sta Su De Doss""",White T-shirt in 100% organic cotton with red embroidery designed and made by Ueila Milano.,it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Organic Cotton,field_664b3a442440b,,,,,,,5653.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
2335,"Ueila Milano White T-Shirt with Embroidery ""+ Droga -Yoga""",White T-shirt in 100% organic cotton with red embroidery designed and made by Ueila Milano.,it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Organic Cotton,field_664b3a442440b,,,,,,,5653.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
2336,"Ueila Milano White T-Shirt with ""Sciura"" Embroidery",White T-shirt in 100% organic cotton with red embroidery designed and made by Ueila Milano.,it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Organic Cotton,field_664b3a442440b,,,,,,,5653.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
2337,"Ueila Milano White T-Shirt with Embroidery ""A Milano Limoniamo""",White T-shirt in 100% organic cotton with red embroidery designed and made by Ueila Milano.,it,,,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Organic Cotton,field_664b3a442440b,,,,,,,5653.0,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,
2334-XS,"Ueila Milano White T-Shirt with Embroidery ""Sta Su De Doss"" - XS",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334-S,"Ueila Milano White T-Shirt with Embroidery ""Sta Su De Doss"" - S",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334-M,"Ueila Milano White T-Shirt with Embroidery ""Sta Su De Doss"" - M",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334-L,"Ueila Milano White T-Shirt with Embroidery ""Sta Su De Doss"" - L",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334-XL,"Ueila Milano White T-Shirt with Embroidery ""Sta Su De Doss"" - XL",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335-XS,"Ueila Milano White T-Shirt with Embroidery ""+ Droga -Yoga"" - XS",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335-S,"Ueila Milano White T-Shirt with Embroidery ""+ Droga -Yoga"" - S",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335-M,"Ueila Milano White T-Shirt with Embroidery ""+ Droga -Yoga"" - M",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335-L,"Ueila Milano White T-Shirt with Embroidery ""+ Droga -Yoga"" - L",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335-XL,"Ueila Milano White T-Shirt with Embroidery ""+ Droga -Yoga"" - XL",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336-XS,"Ueila Milano White T-Shirt with Embroidery ""Sciura"" - XS",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336-S,"Ueila Milano White T-Shirt with ""Sciura"" Embroidery - S",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336-M,"Ueila Milano White T-Shirt with ""Sciura"" Embroidery - M",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336-L,"Ueila Milano White T-Shirt with ""Sciura"" Embroidery - L",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2336-XL,"Ueila Milano White T-Shirt with Embroidery ""Sciura"" - XL",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337-XS,"Ueila Milano White T-Shirt with Embroidery ""A Milano Limoniamo"" - XS",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337-S,"Ueila Milano White T-Shirt with Embroidery ""A Milano Limoniamo"" - S",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337-M,"Ueila Milano White T-Shirt with Embroidery ""A Milano Limoniamo"" - M",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337-L,"Ueila Milano White T-Shirt with Embroidery ""A Milano Limoniamo"" - L",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337-XL,"Ueila Milano White T-Shirt with Embroidery ""A Milano Limoniamo"" - XL",,it,,,,,,,,,,100% Organic Cotton,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2426,Rockwood Pants from the '70s in Blue Velvet,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 34 cm. Hips: 46 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2427,Rockwood Pants from the '70s in Purple Velvet,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 34 cm. Hips: 46 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2428,Rockwood 1970s Black Velvet Pants,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 34 cm. Hips: 44 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2429,Rockwood Jeans Anni '70,"Vintage Rockwood jeans from the '70s. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 34 cm. Hips: 42 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2430,Rockwood Pants from the '70s in Blue Velvet,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 34 cm. Hips: 44 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2431,Rockwood Pants 70s in Bordeaux Velvet,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 34 cm. Hips: 44 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2432,Rockwood 1970s Beige Velvet Pants,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 34 cm. Hips: 44 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2433,Rockwood 1970s White Velvet Pants,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 32 cm. Hips: 40 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2434,Rockwood 1970s Brown Velvet Pants,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 37 cm. Hips: 43 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2435,Rockwood 1970s Black Velvet Pants,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 37 cm. Hips: 43 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2436,Rockwood 1970s Beige Velvet Pants,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 37 cm. Hips: 43 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2437,Rockwood 1970s Green Velvet Pants,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 34 cm. Hips: 42 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2438,Rockwood Pants 70s in Bordeaux Velvet,"Rockwood vintage pants from the '70s, made of soft corduroy. Wide flared cut, zip and button closure, 5 pockets.",it,,Bust: 34 cm. Hips: 44 cm,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,100% Cotton,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2600,East Market Milan Poster 10 Years N.1,"Poster created by East Market Milano for the first 10 years with limited print run. Print with the text “PREZZI FOLLI PER ABITI MACCHIATI, CAPPOTTI TARLATI. SCARPE DA BUTTARE. UNA DELUSIONE ENEROME COL GRAN SENTORE DI INCULATA”. Paper weight 120g.",it,,50cmx70cm,field_65778f7066bd9,,,,,,,Letter 120g,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2601,East Market Milano Poster 10 Years N.2,"Poster created by East Market Milano for the first 10 years with limited print. Print with the text “INDECENTE! UNA BOLGIA MAI VISTA, MUSICA A PALLA E QUATTRO CIANFRUSAGLIE SE VOLETE BUTTARE LA DOMENICA, ANDATECI PURE”. Paper weight 120g.",it,,50cmx70cm,field_65778f7066bd9,,,,,,,Letter 120g,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2602,East Market Milano Poster 10 Years N.3,Poster created by East Market Milano for the first 10 years with limited print run. Print with the text “È SEVERAMENTE VIETATO CHIEDERE\nDI ABBASSARE LA MUSICA”. Paper weight 120g.,it,,50cmx70cm,field_65778f7066bd9,,,,,,,Letter 120g,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,East Market Milano Poster 10 Years N.4,"Poster created by East Market Milano for the first 10 years with limited print run. Print with the text “""È VIETATO INSULTARE I DJ O AVERE ISTINTI VIOLENTI”. Paper weight 120g.",it,,50cmx70cm,field_65778f7066bd9,,,,,,,Letter 120g,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,Riffblast Poster Rick and Morty,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2720,Riffblast Poster Daft Punk,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,Letter,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2721,Riffblast Poster Red Bull,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2722,Riffblast Poster Alice Hermes,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723,Riffblast Poster Yankees,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2724,Riffblast Poster Stranamore,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2725,Riffblast Poster Beavis & Butthead,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2726,Riffblast Poster Mariadona,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2727,Riffblast Poster Peter Karma,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2728,Riffblast Poster Super Mario,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2729,Riffblast Poster Calippo,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2730,Riffblast Poster Prada,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,Riffblast Poster Bugs Bunny,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2732,Riffblast Poster The Last Supper,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,field_65778fe4a5e29,,,,field_65d8aae32342a,Letter,field_664b3a442440b,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,yes,yes,,product,no,,,,,,,,,,,,,,,,,,,,,,,,,
2733,Riffblast Poster Cheesus Crist,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2734,Riffblast Poster Amazon,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,Riffblast Poster Mac Miller,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,Riffblast Poster Spiderman,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,Riffblast Poster Channel,"Poster with artwork print by Riffblast. A3 format, high-quality print, 234g weight with a matte finish.",it,,A3,field_65778f7066bd9,,,,,,,Letter,field_664b3a442440b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
